id,condition,trial,rt,follow_robot,accuracy,conf
5f63a183f422c50c4c81ef93,ToM,Trial 1,2322.5,follow,correct,100
5f63a183f422c50c4c81ef93,ToM,Trial 2,738.9000000059604,follow,correct,58
5f63a183f422c50c4c81ef93,ToM,Trial 3,1383.8000000119205,follow,correct,91
5f63a183f422c50c4c81ef93,ToM,Trial 4,828.5,follow,correct,68
5f63a183f422c50c4c81ef93,ToM,Breaking of Trust,775.5,follow,correct,75
5f63a183f422c50c4c81ef93,ToM,Trial 6,966.7999999821186,follow,correct,86
5f63a183f422c50c4c81ef93,ToM,Trial 7,1075.1000000238414,follow,correct,87
5f63a183f422c50c4c81ef93,ToM,Trial 8,1203.9000000059605,follow,correct,86
5f63a183f422c50c4c81ef93,ToM,Trial 9,721.4000000059604,follow,correct,90
5f63a183f422c50c4c81ef93,ToM,Assessment of Trust,10962.90000000596,not_follow,incorrect,88
5f6750fc2d411c33d1786501,No-ToM,Trial 1,1850.2999999909664,follow,correct,91
5f6750fc2d411c33d1786501,No-ToM,Trial 2,1755.3000000189054,follow,correct,88
5f6750fc2d411c33d1786501,No-ToM,Trial 3,82917.10000002057,follow,correct,76
5f6750fc2d411c33d1786501,No-ToM,Trial 4,888.2999999914318,not_follow,incorrect,88
5f6750fc2d411c33d1786501,No-ToM,Breaking of Trust,772.1000000019558,not_follow,incorrect,63
5f6750fc2d411c33d1786501,No-ToM,Trial 6,654.1999999899417,follow,correct,88
5f6750fc2d411c33d1786501,No-ToM,Trial 7,25157.499999972057,follow,correct,90
5f6750fc2d411c33d1786501,No-ToM,Trial 8,712.3000000137833,follow,correct,90
5f6750fc2d411c33d1786501,No-ToM,Trial 9,590.1999999769034,follow,correct,88
5f6750fc2d411c33d1786501,No-ToM,Assessment of Trust,572.199999995064,not_follow,incorrect,86
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 1,3026.5,follow,correct,91
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 2,1266.3999999910593,follow,correct,100
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 3,6098.20000000298,follow,correct,49
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 4,941.79999999702,follow,correct,100
5f6bd46ba0fdb714deb9b6ca,ToM,Breaking of Trust,846.79999999702,follow,correct,100
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 6,1249.2000000029802,follow,correct,96
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 7,2251.5999999940395,follow,correct,79
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 8,740.2000000029802,follow,correct,89
5f6bd46ba0fdb714deb9b6ca,ToM,Trial 9,1195.4000000059605,not_follow,incorrect,60
5f6bd46ba0fdb714deb9b6ca,ToM,Assessment of Trust,991.5,not_follow,incorrect,69
5f6dc563aba62624aa605aca,ToM,Trial 1,3650.954999960959,follow,correct,70
5f6dc563aba62624aa605aca,ToM,Trial 2,2215.280000003985,follow,correct,100
5f6dc563aba62624aa605aca,ToM,Trial 3,3094.9999999720612,follow,correct,52
5f6dc563aba62624aa605aca,ToM,Trial 4,16547.139999980554,not_follow,incorrect,61
5f6dc563aba62624aa605aca,ToM,Breaking of Trust,1197.7900000056252,follow,correct,59
5f6dc563aba62624aa605aca,ToM,Trial 6,461.8150000460446,follow,correct,79
5f6dc563aba62624aa605aca,ToM,Trial 7,1535.2699999930337,follow,correct,100
5f6dc563aba62624aa605aca,ToM,Trial 8,393.9849999733269,follow,correct,71
5f6dc563aba62624aa605aca,ToM,Trial 9,807.9450000077484,follow,correct,91
5f6dc563aba62624aa605aca,ToM,Assessment of Trust,9922.55500005558,follow,correct,62
5f6f5427a809f44b50e3d911,ToM,Trial 1,970,follow,correct,100
5f6f5427a809f44b50e3d911,ToM,Trial 2,933.3999999761584,follow,correct,100
5f6f5427a809f44b50e3d911,ToM,Trial 3,13583.199999988072,not_follow,incorrect,100
5f6f5427a809f44b50e3d911,ToM,Trial 4,1840.699999988079,follow,correct,100
5f6f5427a809f44b50e3d911,ToM,Breaking of Trust,13225.300000011925,not_follow,incorrect,55
5f6f5427a809f44b50e3d911,ToM,Trial 6,1726.899999976158,follow,correct,72
5f6f5427a809f44b50e3d911,ToM,Trial 7,24982.699999988068,follow,correct,59
5f6f5427a809f44b50e3d911,ToM,Trial 8,2088,follow,correct,100
5f6f5427a809f44b50e3d911,ToM,Trial 9,964.600000023842,follow,correct,100
5f6f5427a809f44b50e3d911,ToM,Assessment of Trust,6380.600000023844,not_follow,incorrect,60
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 1,1661.2999999988824,follow,correct,100
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 2,1202.0999999996277,not_follow,incorrect,83
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 3,42806.59999999963,follow,correct,100
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 4,1157.4000000003723,follow,correct,92
5f7345ef4b3fc3027203ecf1,No-ToM,Breaking of Trust,1163.9000000003723,not_follow,incorrect,100
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 6,1017.5999999996276,follow,correct,100
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 7,551.4000000003725,follow,correct,91
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 8,884.4000000003725,follow,correct,100
5f7345ef4b3fc3027203ecf1,No-ToM,Trial 9,817.5,follow,correct,100
5f7345ef4b3fc3027203ecf1,No-ToM,Assessment of Trust,9392.599999999624,not_follow,incorrect,73
5f74a62577e0dc08621fd641,No-ToM,Trial 1,3441.7999999523163,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Trial 2,1096.699999988079,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Trial 3,6588,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Trial 4,2766.300000011921,not_follow,incorrect,100
5f74a62577e0dc08621fd641,No-ToM,Breaking of Trust,20342.300000011917,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Trial 6,759.5999999642374,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Trial 7,5987.199999988079,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Trial 8,1304.5,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Trial 9,646.3999999761585,follow,correct,100
5f74a62577e0dc08621fd641,No-ToM,Assessment of Trust,10888.600000023842,not_follow,incorrect,70
5f74fa0614255d15319ee076,No-ToM,Trial 1,9878.199999988072,follow,correct,100
5f74fa0614255d15319ee076,No-ToM,Trial 2,33313.5,follow,correct,88
5f74fa0614255d15319ee076,No-ToM,Trial 3,5549.699999988079,follow,correct,89
5f74fa0614255d15319ee076,No-ToM,Trial 4,24022.300000011917,follow,correct,78
5f74fa0614255d15319ee076,No-ToM,Breaking of Trust,19077.5,follow,correct,100
5f74fa0614255d15319ee076,No-ToM,Trial 6,25167.600000023845,follow,correct,90
5f74fa0614255d15319ee076,No-ToM,Trial 7,36479.40000003576,not_follow,incorrect,76
5f74fa0614255d15319ee076,No-ToM,Trial 8,937.5999999642374,follow,correct,77
5f74fa0614255d15319ee076,No-ToM,Trial 9,27951.899999976144,follow,correct,79
5f74fa0614255d15319ee076,No-ToM,Assessment of Trust,18193.599999964237,not_follow,incorrect,100
5f75cb3479b194268b1f46d2,ToM,Trial 1,4029.200000047684,follow,correct,74
5f75cb3479b194268b1f46d2,ToM,Trial 2,2094.7999999523163,follow,correct,90
5f75cb3479b194268b1f46d2,ToM,Trial 3,2252.6000001430507,follow,correct,39
5f75cb3479b194268b1f46d2,ToM,Trial 4,875.5,follow,correct,88
5f75cb3479b194268b1f46d2,ToM,Breaking of Trust,1208.3999998569484,follow,correct,27
5f75cb3479b194268b1f46d2,ToM,Trial 6,1471.099999904633,follow,correct,82
5f75cb3479b194268b1f46d2,ToM,Trial 7,1269.2999999523158,follow,correct,73
5f75cb3479b194268b1f46d2,ToM,Trial 8,2361.2999999523163,follow,correct,77
5f75cb3479b194268b1f46d2,ToM,Trial 9,8183.399999856951,not_follow,incorrect,40
5f75cb3479b194268b1f46d2,ToM,Assessment of Trust,6949.299999952316,follow,correct,57
5f7b0056256971022889a48f,No-ToM,Trial 1,2325.4000000357632,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Trial 2,827.5999999642374,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Trial 3,2764.800000011921,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Trial 4,3894,not_follow,incorrect,100
5f7b0056256971022889a48f,No-ToM,Breaking of Trust,12748.799999952313,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Trial 6,980.0999999642374,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Trial 7,1087.3000000119205,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Trial 8,1635.699999988079,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Trial 9,2121.899999976159,follow,correct,100
5f7b0056256971022889a48f,No-ToM,Assessment of Trust,2886.2000000476837,not_follow,incorrect,100
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 1,2052.5,follow,correct,100
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 2,14388.299999997014,follow,correct,100
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 3,19622,follow,correct,100
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 4,15036,follow,correct,95
5f7cc279ea05e514c8cf2d46,No-ToM,Breaking of Trust,15211.199999999251,follow,correct,85
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 6,27928.899999998503,follow,correct,100
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 7,15453.10000000149,follow,correct,85
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 8,13487.5,follow,correct,100
5f7cc279ea05e514c8cf2d46,No-ToM,Trial 9,12326,follow,correct,100
5f7cc279ea05e514c8cf2d46,No-ToM,Assessment of Trust,16410,follow,correct,50
5f7df8c2b3675a0667443c73,ToM,Trial 1,2653.0999999940395,follow,correct,100
5f7df8c2b3675a0667443c73,ToM,Trial 2,1217.200000017881,follow,correct,100
5f7df8c2b3675a0667443c73,ToM,Trial 3,2242.4000000059605,follow,correct,100
5f7df8c2b3675a0667443c73,ToM,Trial 4,4423.400000005961,follow,correct,71
5f7df8c2b3675a0667443c73,ToM,Breaking of Trust,1490.0999999940395,follow,correct,75
5f7df8c2b3675a0667443c73,ToM,Trial 6,1433.5999999940395,follow,correct,100
5f7df8c2b3675a0667443c73,ToM,Trial 7,1335.199999988079,follow,correct,100
5f7df8c2b3675a0667443c73,ToM,Trial 8,1411.299999982119,follow,correct,100
5f7df8c2b3675a0667443c73,ToM,Trial 9,1059.6000000238414,follow,correct,93
5f7df8c2b3675a0667443c73,ToM,Assessment of Trust,1893.299999982119,not_follow,incorrect,80
5f7f1a945578f30413237f48,No-ToM,Trial 1,2455.9000000059605,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Trial 2,1514.299999982119,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Trial 3,7301.799999982119,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Trial 4,19296,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Breaking of Trust,1453.3000000119205,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Trial 6,982.7999999821186,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Trial 7,1188.3000000119205,not_follow,incorrect,100
5f7f1a945578f30413237f48,No-ToM,Trial 8,1025.5,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Trial 9,1213.700000017881,follow,correct,100
5f7f1a945578f30413237f48,No-ToM,Assessment of Trust,1050.9000000059605,follow,correct,100
5f823bd500e06c3654eaf783,No-ToM,Trial 1,1201.1000000089402,follow,correct,85
5f823bd500e06c3654eaf783,No-ToM,Trial 2,956.2000000029802,follow,correct,80
5f823bd500e06c3654eaf783,No-ToM,Trial 3,1213.3999999910593,follow,correct,80
5f823bd500e06c3654eaf783,No-ToM,Trial 4,10265.700000002984,follow,correct,97
5f823bd500e06c3654eaf783,No-ToM,Breaking of Trust,1529.29999999702,follow,correct,90
5f823bd500e06c3654eaf783,No-ToM,Trial 6,846.1000000089407,follow,correct,96
5f823bd500e06c3654eaf783,No-ToM,Trial 7,838.9000000059604,follow,correct,90
5f823bd500e06c3654eaf783,No-ToM,Trial 8,3041.20000000298,follow,correct,100
5f823bd500e06c3654eaf783,No-ToM,Trial 9,19850.299999997016,follow,correct,70
5f823bd500e06c3654eaf783,No-ToM,Assessment of Trust,19621.59999999404,follow,correct,66
5f87993abcee241dace4a140,No-ToM,Trial 1,16436.729999999894,follow,correct,81
5f87993abcee241dace4a140,No-ToM,Trial 2,642.0599999998815,follow,correct,100
5f87993abcee241dace4a140,No-ToM,Trial 3,14677.539999999864,follow,correct,100
5f87993abcee241dace4a140,No-ToM,Trial 4,14889.130000000068,not_follow,incorrect,90
5f87993abcee241dace4a140,No-ToM,Breaking of Trust,3077.984999999928,follow,correct,100
5f87993abcee241dace4a140,No-ToM,Trial 6,796.9550000003073,follow,correct,100
5f87993abcee241dace4a140,No-ToM,Trial 7,829.8850000001257,follow,correct,100
5f87993abcee241dace4a140,No-ToM,Trial 8,711.8399999999674,follow,correct,100
5f87993abcee241dace4a140,No-ToM,Trial 9,1102.699999999953,follow,correct,100
5f87993abcee241dace4a140,No-ToM,Assessment of Trust,27960.739999999983,not_follow,incorrect,99
5f8825d4938a85280f506a83,No-ToM,Trial 1,1277,follow,correct,100
5f8825d4938a85280f506a83,No-ToM,Trial 2,1098,follow,correct,83
5f8825d4938a85280f506a83,No-ToM,Trial 3,7082,follow,correct,100
5f8825d4938a85280f506a83,No-ToM,Trial 4,1262,follow,correct,100
5f8825d4938a85280f506a83,No-ToM,Breaking of Trust,2296,follow,correct,100
5f8825d4938a85280f506a83,No-ToM,Trial 6,1025,follow,correct,59
5f8825d4938a85280f506a83,No-ToM,Trial 7,1085,follow,correct,100
5f8825d4938a85280f506a83,No-ToM,Trial 8,73219,follow,correct,78
5f8825d4938a85280f506a83,No-ToM,Trial 9,3668,follow,correct,100
5f8825d4938a85280f506a83,No-ToM,Assessment of Trust,2218,not_follow,incorrect,91
5f883d5edabd952af2fd9a7c,ToM,Trial 1,1246.4049999998529,follow,correct,100
5f883d5edabd952af2fd9a7c,ToM,Trial 2,1045.0550000005169,follow,correct,100
5f883d5edabd952af2fd9a7c,ToM,Trial 3,2541.4849999997523,follow,correct,66
5f883d5edabd952af2fd9a7c,ToM,Trial 4,665.3850000002421,follow,correct,100
5f883d5edabd952af2fd9a7c,ToM,Breaking of Trust,1021.2400000000488,follow,correct,100
5f883d5edabd952af2fd9a7c,ToM,Trial 6,1663.660000000149,follow,correct,100
5f883d5edabd952af2fd9a7c,ToM,Trial 7,4788.4049999993285,follow,correct,78
5f883d5edabd952af2fd9a7c,ToM,Trial 8,1636.3249999994878,follow,correct,100
5f883d5edabd952af2fd9a7c,ToM,Trial 9,899.1949999999488,follow,correct,100
5f883d5edabd952af2fd9a7c,ToM,Assessment of Trust,1976.445000000182,follow,correct,100
5f8861b049433030066f8bd0,ToM,Trial 1,1406.2000000029802,follow,correct,100
5f8861b049433030066f8bd0,ToM,Trial 2,890.5999999977648,follow,correct,93
5f8861b049433030066f8bd0,ToM,Trial 3,4995.89999999851,follow,correct,100
5f8861b049433030066f8bd0,ToM,Trial 4,11685,follow,correct,83
5f8861b049433030066f8bd0,ToM,Breaking of Trust,2235.900000002235,follow,correct,88
5f8861b049433030066f8bd0,ToM,Trial 6,1239.800000000745,follow,correct,83
5f8861b049433030066f8bd0,ToM,Trial 7,7300.100000001492,follow,correct,100
5f8861b049433030066f8bd0,ToM,Trial 8,1781.89999999851,follow,correct,100
5f8861b049433030066f8bd0,ToM,Trial 9,1338.2000000029802,follow,correct,100
5f8861b049433030066f8bd0,ToM,Assessment of Trust,5337.199999999255,not_follow,incorrect,100
5f8969d6ea83ac000852d5ca,No-ToM,Trial 1,1140.2000000029802,follow,correct,100
5f8969d6ea83ac000852d5ca,No-ToM,Trial 2,1171.7000000029802,follow,correct,100
5f8969d6ea83ac000852d5ca,No-ToM,Trial 3,4763.0999999940395,follow,correct,100
5f8969d6ea83ac000852d5ca,No-ToM,Trial 4,13141.40000000596,follow,correct,75
5f8969d6ea83ac000852d5ca,No-ToM,Breaking of Trust,1510.6000000089402,follow,correct,82
5f8969d6ea83ac000852d5ca,No-ToM,Trial 6,1122.2000000029802,not_follow,incorrect,78
5f8969d6ea83ac000852d5ca,No-ToM,Trial 7,2024.5,follow,correct,88
5f8969d6ea83ac000852d5ca,No-ToM,Trial 8,2234.39999999106,follow,correct,98
5f8969d6ea83ac000852d5ca,No-ToM,Trial 9,1067.0999999940395,follow,correct,100
5f8969d6ea83ac000852d5ca,No-ToM,Assessment of Trust,1874.199999988079,follow,correct,48
5f89bd495205fc0aafc1a010,ToM,Trial 1,3864.699999988079,follow,correct,100
5f89bd495205fc0aafc1a010,ToM,Trial 2,800.5,follow,correct,85
5f89bd495205fc0aafc1a010,ToM,Trial 3,2231.5,follow,correct,100
5f89bd495205fc0aafc1a010,ToM,Trial 4,834.5999999940394,follow,correct,65
5f89bd495205fc0aafc1a010,ToM,Breaking of Trust,716.4000000059604,follow,correct,40
5f89bd495205fc0aafc1a010,ToM,Trial 6,71932.19999998812,follow,correct,64
5f89bd495205fc0aafc1a010,ToM,Trial 7,1928.0999999940395,follow,correct,10
5f89bd495205fc0aafc1a010,ToM,Trial 8,1918.4000000059605,follow,correct,100
5f89bd495205fc0aafc1a010,ToM,Trial 9,1493.9000000059605,follow,correct,72
5f89bd495205fc0aafc1a010,ToM,Assessment of Trust,21573.900000005957,not_follow,incorrect,100
5f8b031f5f71b109548721bd,No-ToM,Trial 1,1927.8999999999064,follow,correct,100
5f8b031f5f71b109548721bd,No-ToM,Trial 2,1312.2000000001865,follow,correct,100
5f8b031f5f71b109548721bd,No-ToM,Trial 3,4755.800000000279,follow,correct,100
5f8b031f5f71b109548721bd,No-ToM,Trial 4,1397.699999999255,follow,correct,85
5f8b031f5f71b109548721bd,No-ToM,Breaking of Trust,1156.7999999998133,follow,correct,89
5f8b031f5f71b109548721bd,No-ToM,Trial 6,3355.2000000001863,follow,correct,100
5f8b031f5f71b109548721bd,No-ToM,Trial 7,2141.399999999441,follow,correct,100
5f8b031f5f71b109548721bd,No-ToM,Trial 8,3851,follow,correct,100
5f8b031f5f71b109548721bd,No-ToM,Trial 9,2423.5,follow,correct,100
5f8b031f5f71b109548721bd,No-ToM,Assessment of Trust,4757.699999999255,follow,correct,25
5f917de67babc307ff2f3ad6,No-ToM,Trial 1,1787.7799999550916,follow,correct,80
5f917de67babc307ff2f3ad6,No-ToM,Trial 2,948.3900000341235,follow,correct,71
5f917de67babc307ff2f3ad6,No-ToM,Trial 3,5949.639999947976,follow,correct,71
5f917de67babc307ff2f3ad6,No-ToM,Trial 4,1351.5599999809642,follow,correct,79
5f917de67babc307ff2f3ad6,No-ToM,Breaking of Trust,2114.685000036843,follow,correct,81
5f917de67babc307ff2f3ad6,No-ToM,Trial 6,1490.9800000023097,follow,correct,71
5f917de67babc307ff2f3ad6,No-ToM,Trial 7,1139.9199999868874,follow,correct,72
5f917de67babc307ff2f3ad6,No-ToM,Trial 8,864.3049999955108,follow,correct,71
5f917de67babc307ff2f3ad6,No-ToM,Trial 9,1476.1650000000373,follow,correct,76
5f917de67babc307ff2f3ad6,No-ToM,Assessment of Trust,858.2900000037625,follow,correct,71
5f95ba818b704044123ba975,No-ToM,Trial 1,2352.2999999986487,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Trial 2,843.0999999982305,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Trial 3,5268.599999995788,follow,correct,91
5f95ba818b704044123ba975,No-ToM,Trial 4,1019.5999999996276,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Breaking of Trust,1282.2000000014668,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Trial 6,5051.800000001094,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Trial 7,1237.799999988056,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Trial 8,3041.1000000021886,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Trial 9,2242.500000007567,follow,correct,100
5f95ba818b704044123ba975,No-ToM,Assessment of Trust,13504.19999999576,not_follow,incorrect,100
5f9726db1f926e0aad9850ab,No-ToM,Trial 1,1458.5,follow,correct,100
5f9726db1f926e0aad9850ab,No-ToM,Trial 2,813.6999999992549,not_follow,incorrect,53
5f9726db1f926e0aad9850ab,No-ToM,Trial 3,2630.0999999996266,follow,correct,65
5f9726db1f926e0aad9850ab,No-ToM,Trial 4,2080.0999999996266,follow,correct,100
5f9726db1f926e0aad9850ab,No-ToM,Breaking of Trust,992.9000000003724,follow,correct,100
5f9726db1f926e0aad9850ab,No-ToM,Trial 6,1585.2999999998133,follow,correct,100
5f9726db1f926e0aad9850ab,No-ToM,Trial 7,1495.2999999998133,follow,correct,100
5f9726db1f926e0aad9850ab,No-ToM,Trial 8,1186.8999999994408,follow,correct,100
5f9726db1f926e0aad9850ab,No-ToM,Trial 9,1553.2999999998133,not_follow,incorrect,53
5f9726db1f926e0aad9850ab,No-ToM,Assessment of Trust,972,not_follow,incorrect,100
5f980e860513db0558a5ba3f,ToM,Trial 1,2291.10000000149,follow,correct,100
5f980e860513db0558a5ba3f,ToM,Trial 2,520.3999999985099,follow,correct,100
5f980e860513db0558a5ba3f,ToM,Trial 3,3766.5,follow,correct,100
5f980e860513db0558a5ba3f,ToM,Trial 4,2926.400000002235,not_follow,incorrect,100
5f980e860513db0558a5ba3f,ToM,Breaking of Trust,1774.89999999851,not_follow,incorrect,100
5f980e860513db0558a5ba3f,ToM,Trial 6,777.5,follow,correct,100
5f980e860513db0558a5ba3f,ToM,Trial 7,880,follow,correct,100
5f980e860513db0558a5ba3f,ToM,Trial 8,973.1999999992548,follow,correct,100
5f980e860513db0558a5ba3f,ToM,Trial 9,746.9000000022352,follow,correct,100
5f980e860513db0558a5ba3f,ToM,Assessment of Trust,1183.5,not_follow,incorrect,100
5f98377006e2bc0b6d557b11,ToM,Trial 1,1475.8000000119205,follow,correct,100
5f98377006e2bc0b6d557b11,ToM,Trial 2,1800.1000000238414,follow,correct,91
5f98377006e2bc0b6d557b11,ToM,Trial 3,4404.899999976158,follow,correct,81
5f98377006e2bc0b6d557b11,ToM,Trial 4,1657.899999976158,follow,correct,93
5f98377006e2bc0b6d557b11,ToM,Breaking of Trust,1918.399999976158,follow,correct,55
5f98377006e2bc0b6d557b11,ToM,Trial 6,1113.7999999523158,follow,correct,90
5f98377006e2bc0b6d557b11,ToM,Trial 7,2238.199999988079,follow,correct,94
5f98377006e2bc0b6d557b11,ToM,Trial 8,3606.5,follow,correct,89
5f98377006e2bc0b6d557b11,ToM,Trial 9,1161.3000000119205,follow,correct,91
5f98377006e2bc0b6d557b11,ToM,Assessment of Trust,1696,follow,correct,45
5f98b61a6c9fb61dc2e21794,ToM,Trial 1,1753.1999999997206,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Trial 2,847.2999999998137,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Trial 3,5219.200000000186,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Trial 4,2513.2000000001863,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Breaking of Trust,801.5,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Trial 6,922.6000000000932,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Trial 7,2664.5,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Trial 8,1249.80000000028,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Trial 9,1023.6000000000932,follow,correct,100
5f98b61a6c9fb61dc2e21794,ToM,Assessment of Trust,13003.399999999903,not_follow,incorrect,100
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 1,5968.599999999628,follow,correct,100
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 2,4313.5,follow,correct,81
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 3,8035.100000000561,follow,correct,94
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 4,1238.2999999998133,follow,correct,100
5f99dc8aa866bf0bf2d60f46,No-ToM,Breaking of Trust,933,follow,correct,85
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 6,1094.3999999994408,follow,correct,100
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 7,953,follow,correct,100
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 8,716.5,follow,correct,100
5f99dc8aa866bf0bf2d60f46,No-ToM,Trial 9,915,follow,correct,88
5f99dc8aa866bf0bf2d60f46,No-ToM,Assessment of Trust,1031.2000000001865,not_follow,incorrect,100
5f9b712595b777398002dc17,No-ToM,Trial 1,2016.0999999940395,follow,correct,95
5f9b712595b777398002dc17,No-ToM,Trial 2,1836.200000017881,follow,correct,98
5f9b712595b777398002dc17,No-ToM,Trial 3,104282.90000000596,not_follow,incorrect,65
5f9b712595b777398002dc17,No-ToM,Trial 4,2283.800000011921,follow,correct,70
5f9b712595b777398002dc17,No-ToM,Breaking of Trust,1144.299999982119,follow,correct,100
5f9b712595b777398002dc17,No-ToM,Trial 6,3008,follow,correct,82
5f9b712595b777398002dc17,No-ToM,Trial 7,37010.89999997617,follow,correct,70
5f9b712595b777398002dc17,No-ToM,Trial 8,1525.3000000119205,follow,correct,93
5f9b712595b777398002dc17,No-ToM,Trial 9,4123.600000023844,follow,correct,99
5f9b712595b777398002dc17,No-ToM,Assessment of Trust,7358.799999982119,not_follow,incorrect,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 1,2521.5,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 2,1367.8000000119205,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 3,11315.899999976153,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 4,26820,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Breaking of Trust,11189.099999994034,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 6,22265.5,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 7,2976.399999976159,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 8,5324.5,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Trial 9,1594,follow,correct,100
5f9c538d30a3e70dc1d9b0ea,No-ToM,Assessment of Trust,6148.800000011923,not_follow,incorrect,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 1,1301.10000000149,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 2,1201.89999999851,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 3,1013.89999999851,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 4,5602.900000005961,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Breaking of Trust,776.3000000044701,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 6,28678.80000000447,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 7,600.9000000059604,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 8,914.89999999851,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Trial 9,1915.29999999702,follow,correct,100
5f9e19ae97b3c23c6eaafc96,ToM,Assessment of Trust,6976.5,follow,correct,91
5f9ee2450d07574bfe3550ae,No-ToM,Trial 1,3098,follow,correct,100
5f9ee2450d07574bfe3550ae,No-ToM,Trial 2,1276,follow,correct,100
5f9ee2450d07574bfe3550ae,No-ToM,Trial 3,20065,follow,correct,100
