id,condition,trial,rt,follow_robot,accuracy,conf
60c0fe89173c2b1f4fe2c578,No-ToM,Breaking of Trust,7653.265000000831,follow,correct,80
60c0fe89173c2b1f4fe2c578,No-ToM,Trial 6,1542.6900000020396,follow,correct,90
60c0fe89173c2b1f4fe2c578,No-ToM,Trial 7,722.7950000087733,follow,correct,95
60c0fe89173c2b1f4fe2c578,No-ToM,Trial 8,2144.0350000048056,follow,correct,95
60c0fe89173c2b1f4fe2c578,No-ToM,Trial 9,1056.4900000172202,follow,correct,100
60c0fe89173c2b1f4fe2c578,No-ToM,Assessment of Trust,7431.104999996021,not_follow,incorrect,100
60c13d90b3d340a7c752fbdb,No-ToM,Trial 1,1258.199999988079,not_follow,incorrect,57
60c13d90b3d340a7c752fbdb,No-ToM,Trial 2,1351.5999999940395,follow,correct,80
60c13d90b3d340a7c752fbdb,No-ToM,Trial 3,5266.900000005961,follow,correct,69
60c13d90b3d340a7c752fbdb,No-ToM,Trial 4,1605.5999999940395,follow,correct,59
60c13d90b3d340a7c752fbdb,No-ToM,Breaking of Trust,1318.0999999940395,follow,correct,63
60c13d90b3d340a7c752fbdb,No-ToM,Trial 6,1048.299999982119,follow,correct,67
60c13d90b3d340a7c752fbdb,No-ToM,Trial 7,15520.40000000596,follow,correct,60
60c13d90b3d340a7c752fbdb,No-ToM,Trial 8,3047.300000011921,follow,correct,41
60c13d90b3d340a7c752fbdb,No-ToM,Trial 9,1606.200000017881,follow,correct,76
60c13d90b3d340a7c752fbdb,No-ToM,Assessment of Trust,4918.799999982119,follow,correct,72
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 1,1372.10000000149,follow,correct,100
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 2,2295,follow,correct,83
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 3,27997,follow,correct,90
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 4,1250.300000000745,follow,correct,100
60c1c8ade4bb1ec24514a4d5,No-ToM,Breaking of Trust,1296.300000000745,follow,correct,100
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 6,1556.89999999851,follow,correct,84
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 7,35732.800000000745,follow,correct,44
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 8,2397.699999999255,follow,correct,95
60c1c8ade4bb1ec24514a4d5,No-ToM,Trial 9,4998.100000001492,follow,correct,75
60c1c8ade4bb1ec24514a4d5,No-ToM,Assessment of Trust,1172.300000000745,not_follow,incorrect,60
60c369ebf7b68cf1aa2f180e,ToM,Trial 1,1179,follow,correct,100
60c369ebf7b68cf1aa2f180e,ToM,Trial 2,656,follow,correct,93
60c369ebf7b68cf1aa2f180e,ToM,Trial 3,6123,follow,correct,86
60c369ebf7b68cf1aa2f180e,ToM,Trial 4,1349,follow,correct,69
60c369ebf7b68cf1aa2f180e,ToM,Breaking of Trust,905,follow,correct,62
60c369ebf7b68cf1aa2f180e,ToM,Trial 6,916,follow,correct,77
60c369ebf7b68cf1aa2f180e,ToM,Trial 7,1238,follow,correct,92
60c369ebf7b68cf1aa2f180e,ToM,Trial 8,1501,follow,correct,97
60c369ebf7b68cf1aa2f180e,ToM,Trial 9,1142,follow,correct,90
60c369ebf7b68cf1aa2f180e,ToM,Assessment of Trust,15928,not_follow,incorrect,60
60c3c2930746d8188901cea7,ToM,Trial 1,4323.199999999255,follow,correct,100
60c3c2930746d8188901cea7,ToM,Trial 2,3353.60000000149,follow,correct,100
60c3c2930746d8188901cea7,ToM,Trial 3,3413.800000000745,follow,correct,100
60c3c2930746d8188901cea7,ToM,Trial 4,1185.9000000003723,follow,correct,99
60c3c2930746d8188901cea7,ToM,Breaking of Trust,1551.5,follow,correct,45
60c3c2930746d8188901cea7,ToM,Trial 6,731.3000000007451,follow,correct,100
60c3c2930746d8188901cea7,ToM,Trial 7,1028.0999999996277,follow,correct,100
60c3c2930746d8188901cea7,ToM,Trial 8,1258.300000000745,follow,correct,100
60c3c2930746d8188901cea7,ToM,Trial 9,706.1000000014901,follow,correct,75
60c3c2930746d8188901cea7,ToM,Assessment of Trust,3092.800000000745,not_follow,incorrect,70
60c3deafc9a41440f2490afe,ToM,Trial 1,2461.300000011921,follow,correct,100
60c3deafc9a41440f2490afe,ToM,Trial 2,866.9000000357628,follow,correct,100
60c3deafc9a41440f2490afe,ToM,Trial 3,4768.5,follow,correct,70
60c3deafc9a41440f2490afe,ToM,Trial 4,2305,follow,correct,100
60c3deafc9a41440f2490afe,ToM,Breaking of Trust,3789,follow,correct,65
60c3deafc9a41440f2490afe,ToM,Trial 6,4513.800000011923,follow,correct,100
60c3deafc9a41440f2490afe,ToM,Trial 7,2291.2000000476837,follow,correct,80
60c3deafc9a41440f2490afe,ToM,Trial 8,1358.1000000238414,follow,correct,100
60c3deafc9a41440f2490afe,ToM,Trial 9,1531.699999988079,follow,correct,85
60c3deafc9a41440f2490afe,ToM,Assessment of Trust,6959.300000011923,follow,correct,60
60c4048693c8c366526dbbcb,ToM,Trial 1,34318.69999998808,follow,correct,100
60c4048693c8c366526dbbcb,ToM,Trial 2,10864.699999988072,follow,correct,82
60c4048693c8c366526dbbcb,ToM,Trial 3,5486.5,not_follow,incorrect,72
60c4048693c8c366526dbbcb,ToM,Trial 4,2635.5,follow,correct,92
60c4048693c8c366526dbbcb,ToM,Breaking of Trust,1694.5999999940395,follow,correct,100
60c4048693c8c366526dbbcb,ToM,Trial 6,1174.4000000059605,follow,correct,35
60c4048693c8c366526dbbcb,ToM,Trial 7,1669.799999982119,follow,correct,100
60c4048693c8c366526dbbcb,ToM,Trial 8,11979.899999976153,follow,correct,100
60c4048693c8c366526dbbcb,ToM,Trial 9,2128.2000000178805,follow,correct,100
60c4048693c8c366526dbbcb,ToM,Assessment of Trust,963.8000000119208,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 1,959,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 2,1135.8000000119205,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 3,4683.699999988079,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 4,842.8999999761585,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Breaking of Trust,1154,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 6,982,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 7,894.3000000119207,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 8,707.1999999880793,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Trial 9,778.1999999880793,follow,correct,100
60c4edfaf5f6ec630f39d73e,No-ToM,Assessment of Trust,12986.800000011925,not_follow,incorrect,50
60c576afaf4b447a213b4341,ToM,Trial 1,14192,follow,correct,74
60c576afaf4b447a213b4341,ToM,Trial 2,1100.79999999702,follow,correct,83
60c576afaf4b447a213b4341,ToM,Trial 3,23208.399999991056,follow,correct,72
60c576afaf4b447a213b4341,ToM,Trial 4,1167.0999999940395,follow,correct,77
60c576afaf4b447a213b4341,ToM,Breaking of Trust,1308,not_follow,incorrect,79
60c576afaf4b447a213b4341,ToM,Trial 6,1377.2000000029802,follow,correct,58
60c576afaf4b447a213b4341,ToM,Trial 7,9794,follow,correct,66
60c576afaf4b447a213b4341,ToM,Trial 8,1156.5999999940395,follow,correct,100
60c576afaf4b447a213b4341,ToM,Trial 9,1072.79999999702,follow,correct,100
60c576afaf4b447a213b4341,ToM,Assessment of Trust,1237.2000000029802,follow,correct,88
60c678f5405845d4113e6a3d,No-ToM,Trial 1,920,follow,correct,100
60c678f5405845d4113e6a3d,No-ToM,Trial 2,814,follow,correct,100
60c678f5405845d4113e6a3d,No-ToM,Trial 3,6904,follow,correct,91
60c678f5405845d4113e6a3d,No-ToM,Trial 4,2264,follow,correct,100
60c678f5405845d4113e6a3d,No-ToM,Breaking of Trust,827,follow,correct,91
60c678f5405845d4113e6a3d,No-ToM,Trial 6,3491,follow,correct,100
60c678f5405845d4113e6a3d,No-ToM,Trial 7,1950,follow,correct,100
60c678f5405845d4113e6a3d,No-ToM,Trial 8,2369,follow,correct,100
60c678f5405845d4113e6a3d,No-ToM,Trial 9,1178,follow,correct,100
60c678f5405845d4113e6a3d,No-ToM,Assessment of Trust,1020,not_follow,incorrect,85
60c6edc89853b9011d2fd195,ToM,Trial 1,4035.5,follow,correct,100
60c6edc89853b9011d2fd195,ToM,Trial 2,1701.800000000745,follow,correct,75
60c6edc89853b9011d2fd195,ToM,Trial 3,7151.099999997765,follow,correct,75
60c6edc89853b9011d2fd195,ToM,Trial 4,1547.699999999255,follow,correct,100
60c6edc89853b9011d2fd195,ToM,Breaking of Trust,3610.60000000149,not_follow,incorrect,100
60c6edc89853b9011d2fd195,ToM,Trial 6,1868.300000000745,follow,correct,99
60c6edc89853b9011d2fd195,ToM,Trial 7,10195.59999999776,follow,correct,99
60c6edc89853b9011d2fd195,ToM,Trial 8,2093.10000000149,follow,correct,100
60c6edc89853b9011d2fd195,ToM,Trial 9,1750.39999999851,follow,correct,99
60c6edc89853b9011d2fd195,ToM,Assessment of Trust,10881.10000000149,not_follow,incorrect,100
60c73613c83af6dda7f626be,No-ToM,Trial 1,3182,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Trial 2,1723.6000000238414,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Trial 3,2955.800000011921,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Trial 4,22374.20000001788,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Breaking of Trust,2028.700000017881,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Trial 6,1518.299999982119,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Trial 7,20054.699999988068,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Trial 8,2403.199999988079,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Trial 9,1262.3000000119205,follow,correct,100
60c73613c83af6dda7f626be,No-ToM,Assessment of Trust,13715.40000000596,not_follow,incorrect,70
60c743b04e7b6c665f3aaa38,ToM,Trial 1,2522,follow,correct,70
60c743b04e7b6c665f3aaa38,ToM,Trial 2,851.1999999880793,follow,correct,100
60c743b04e7b6c665f3aaa38,ToM,Trial 3,18973.79999998211,follow,correct,60
60c743b04e7b6c665f3aaa38,ToM,Trial 4,4332.199999988079,follow,correct,55
60c743b04e7b6c665f3aaa38,ToM,Breaking of Trust,1829.0999999940395,follow,correct,100
60c743b04e7b6c665f3aaa38,ToM,Trial 6,1328.0999999940395,follow,correct,52
60c743b04e7b6c665f3aaa38,ToM,Trial 7,18925.900000005957,follow,correct,64
60c743b04e7b6c665f3aaa38,ToM,Trial 8,2066.199999988079,follow,correct,100
60c743b04e7b6c665f3aaa38,ToM,Trial 9,1613.5999999940395,follow,correct,55
60c743b04e7b6c665f3aaa38,ToM,Assessment of Trust,1570.0999999940395,not_follow,incorrect,60
60c770d31f37d816732cce06,ToM,Trial 1,1911.10000000149,follow,correct,70
60c770d31f37d816732cce06,ToM,Trial 2,1542.199999999255,follow,correct,65
60c770d31f37d816732cce06,ToM,Trial 3,12880.699999999251,follow,correct,40
60c770d31f37d816732cce06,ToM,Trial 4,1775.199999999255,follow,correct,100
60c770d31f37d816732cce06,ToM,Breaking of Trust,5056.79999999702,follow,correct,60
60c770d31f37d816732cce06,ToM,Trial 6,3284,follow,correct,50
60c770d31f37d816732cce06,ToM,Trial 7,1570.10000000149,follow,correct,52
60c770d31f37d816732cce06,ToM,Trial 8,13086.699999999251,follow,correct,71
60c770d31f37d816732cce06,ToM,Trial 9,1510,follow,correct,55
60c770d31f37d816732cce06,ToM,Assessment of Trust,1766.800000000745,follow,correct,41
60c77380bc0d6711b4243648,ToM,Trial 1,1406.3449999957809,follow,correct,100
60c77380bc0d6711b4243648,ToM,Trial 2,2705.645000009099,follow,correct,100
60c77380bc0d6711b4243648,ToM,Trial 3,18790.78000001028,follow,correct,98
60c77380bc0d6711b4243648,ToM,Trial 4,1087.52000000095,follow,correct,100
60c77380bc0d6711b4243648,ToM,Breaking of Trust,1083.199999993667,follow,correct,85
60c77380bc0d6711b4243648,ToM,Trial 6,993.7700000009502,follow,correct,100
60c77380bc0d6711b4243648,ToM,Trial 7,8211.379999993362,follow,correct,100
60c77380bc0d6711b4243648,ToM,Trial 8,3510.899999993854,follow,correct,100
60c77380bc0d6711b4243648,ToM,Trial 9,974.1650000214576,follow,correct,100
60c77380bc0d6711b4243648,ToM,Assessment of Trust,19852.849999995666,follow,correct,70
60c78e09ce5b86faea33e564,No-ToM,Trial 1,2132.800000011921,follow,correct,70
60c78e09ce5b86faea33e564,No-ToM,Trial 2,12894.399999976153,follow,correct,68
60c78e09ce5b86faea33e564,No-ToM,Trial 3,27755.900000035756,not_follow,incorrect,50
60c78e09ce5b86faea33e564,No-ToM,Trial 4,1464.900000035763,follow,correct,55
60c78e09ce5b86faea33e564,No-ToM,Breaking of Trust,13388.299999952313,not_follow,incorrect,59
60c78e09ce5b86faea33e564,No-ToM,Trial 6,15571.900000035766,follow,correct,52
60c78e09ce5b86faea33e564,No-ToM,Trial 7,22863.699999988068,follow,correct,79
60c78e09ce5b86faea33e564,No-ToM,Trial 8,14147.100000023842,follow,correct,86
60c78e09ce5b86faea33e564,No-ToM,Trial 9,10463.09999996423,follow,correct,91
60c78e09ce5b86faea33e564,No-ToM,Assessment of Trust,17397.800000011917,follow,correct,25
60c79a757954894151f9ea86,ToM,Trial 1,3678.1999999284744,follow,correct,100
60c79a757954894151f9ea86,ToM,Trial 2,1927.299999952316,follow,correct,100
60c79a757954894151f9ea86,ToM,Trial 3,6199.799999952316,follow,correct,100
60c79a757954894151f9ea86,ToM,Trial 4,1233.6000000238414,not_follow,incorrect,100
60c79a757954894151f9ea86,ToM,Breaking of Trust,3380,follow,correct,100
60c79a757954894151f9ea86,ToM,Trial 6,1242.6000000238414,follow,correct,90
60c79a757954894151f9ea86,ToM,Trial 7,5388.700000047684,follow,correct,90
60c79a757954894151f9ea86,ToM,Trial 8,2766,follow,correct,100
60c79a757954894151f9ea86,ToM,Trial 9,902.3999999761584,follow,correct,70
60c79a757954894151f9ea86,ToM,Assessment of Trust,3477.100000023841,follow,correct,37
60c7acf73fb3eb26e521e09b,No-ToM,Trial 1,3170.699999988079,follow,correct,87
60c7acf73fb3eb26e521e09b,No-ToM,Trial 2,546.8999999761585,not_follow,incorrect,63
60c7acf73fb3eb26e521e09b,No-ToM,Trial 3,5356.199999988079,follow,correct,63
60c7acf73fb3eb26e521e09b,No-ToM,Trial 4,30862,not_follow,incorrect,60
60c7acf73fb3eb26e521e09b,No-ToM,Breaking of Trust,731.6999999880793,follow,correct,64
60c7acf73fb3eb26e521e09b,No-ToM,Trial 6,1750.699999988079,follow,correct,97
60c7acf73fb3eb26e521e09b,No-ToM,Trial 7,1357.3000000119205,follow,correct,74
60c7acf73fb3eb26e521e09b,No-ToM,Trial 8,2645.2000000476837,follow,correct,85
60c7acf73fb3eb26e521e09b,No-ToM,Trial 9,2036.3000000119205,follow,correct,90
60c7acf73fb3eb26e521e09b,No-ToM,Assessment of Trust,1090.3000000119205,not_follow,incorrect,66
60c7bbee995d8c9266686b7e,No-ToM,Trial 1,1654.1000000089402,follow,correct,84
60c7bbee995d8c9266686b7e,No-ToM,Trial 2,1579.1000000089402,follow,correct,82
60c7bbee995d8c9266686b7e,No-ToM,Trial 3,2544.70000000298,follow,correct,100
60c7bbee995d8c9266686b7e,No-ToM,Trial 4,26262.09999999404,follow,correct,61
60c7bbee995d8c9266686b7e,No-ToM,Breaking of Trust,10644.40000000596,follow,correct,55
60c7bbee995d8c9266686b7e,No-ToM,Trial 6,13680.099999994034,follow,correct,54
60c7bbee995d8c9266686b7e,No-ToM,Trial 7,32920.5,follow,correct,59
60c7bbee995d8c9266686b7e,No-ToM,Trial 8,15738.60000000894,follow,correct,86
60c7bbee995d8c9266686b7e,No-ToM,Trial 9,20503.600000008933,follow,correct,68
60c7bbee995d8c9266686b7e,No-ToM,Assessment of Trust,8705,follow,correct,54
60c7d82161f95f3e139afc3f,No-ToM,Trial 1,1129.8000000119205,follow,correct,100
60c7d82161f95f3e139afc3f,No-ToM,Trial 2,1276,follow,correct,99
60c7d82161f95f3e139afc3f,No-ToM,Trial 3,17747,follow,correct,100
60c7d82161f95f3e139afc3f,No-ToM,Trial 4,1128.899999976158,follow,correct,99
60c7d82161f95f3e139afc3f,No-ToM,Breaking of Trust,1204.3000000119205,follow,correct,100
60c7d82161f95f3e139afc3f,No-ToM,Trial 6,892.6000000238421,not_follow,incorrect,0
60c7d82161f95f3e139afc3f,No-ToM,Trial 7,11055.09999996423,follow,correct,100
60c7d82161f95f3e139afc3f,No-ToM,Trial 8,1050.8000000119205,follow,correct,100
60c7d82161f95f3e139afc3f,No-ToM,Trial 9,1085.899999976158,follow,correct,100
60c7d82161f95f3e139afc3f,No-ToM,Assessment of Trust,7247.099999964237,not_follow,incorrect,99
60c8678d0c06ddfaafc29f0f,ToM,Trial 1,1932.299999952316,follow,correct,100
60c8678d0c06ddfaafc29f0f,ToM,Trial 2,1520.5,follow,correct,100
60c8678d0c06ddfaafc29f0f,ToM,Trial 3,1652.1000000238414,follow,correct,100
60c8678d0c06ddfaafc29f0f,ToM,Trial 4,1757.1000000238414,follow,correct,100
60c8678d0c06ddfaafc29f0f,ToM,Breaking of Trust,1780.399999976158,follow,correct,100
60c8678d0c06ddfaafc29f0f,ToM,Trial 6,1789.5,follow,correct,23
60c8678d0c06ddfaafc29f0f,ToM,Trial 7,1428.7000000476835,not_follow,incorrect,44
60c8678d0c06ddfaafc29f0f,ToM,Trial 8,3306.3000000715265,follow,correct,54
60c8678d0c06ddfaafc29f0f,ToM,Trial 9,3367.400000095367,follow,correct,40
60c8678d0c06ddfaafc29f0f,ToM,Assessment of Trust,8232,not_follow,incorrect,100
60c86e93e499f90f3dd51618,No-ToM,Trial 1,2275.300000011921,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Trial 2,1585.399999976158,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Trial 3,3381.7999999821186,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Trial 4,1385.399999976158,follow,correct,94
60c86e93e499f90f3dd51618,No-ToM,Breaking of Trust,1192.5,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Trial 6,1262.3000000119205,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Trial 7,1493.199999988079,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Trial 8,2687.5999999940395,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Trial 9,1431,follow,correct,100
60c86e93e499f90f3dd51618,No-ToM,Assessment of Trust,2076.100000023841,follow,correct,70
60c881eb69b71b965cca3c5d,ToM,Trial 1,3724.700000017881,follow,correct,100
60c881eb69b71b965cca3c5d,ToM,Trial 2,2728.9000000059605,follow,correct,100
60c881eb69b71b965cca3c5d,ToM,Trial 3,14006.899999976153,not_follow,incorrect,100
60c881eb69b71b965cca3c5d,ToM,Trial 4,1282.5,follow,correct,98
60c881eb69b71b965cca3c5d,ToM,Breaking of Trust,1847.5999999940395,not_follow,incorrect,100
60c881eb69b71b965cca3c5d,ToM,Trial 6,2709.0999999940395,follow,correct,99
60c881eb69b71b965cca3c5d,ToM,Trial 7,4304.700000017881,follow,correct,98
60c881eb69b71b965cca3c5d,ToM,Trial 8,3195.100000023841,follow,correct,100
60c881eb69b71b965cca3c5d,ToM,Trial 9,2373,follow,correct,100
60c881eb69b71b965cca3c5d,ToM,Assessment of Trust,19409.900000005957,not_follow,incorrect,98
60c88d2183b9d457701cf4f4,No-ToM,Trial 1,3174.9849999905564,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Trial 2,1095.300000000861,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Trial 3,2687.9449999978533,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Trial 4,1445.5650000018068,follow,correct,99
60c88d2183b9d457701cf4f4,No-ToM,Breaking of Trust,1046.4199999987611,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Trial 6,5629.524999996647,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Trial 7,1912.475000004633,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Trial 8,3662.819999997737,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Trial 9,1870.490000001155,follow,correct,100
60c88d2183b9d457701cf4f4,No-ToM,Assessment of Trust,2897.629999992205,not_follow,incorrect,76
60c89428b6379e8f36cffa70,ToM,Trial 1,11039.59999996423,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Trial 2,1045.1000000238414,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Trial 3,3190.199999988079,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Trial 4,1182.6000000238414,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Breaking of Trust,966.8000000119208,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Trial 6,865.3000000119207,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Trial 7,892.8000000119207,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Trial 8,1529.899999976158,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Trial 9,760,follow,correct,100
60c89428b6379e8f36cffa70,ToM,Assessment of Trust,3537.800000011921,not_follow,incorrect,100
60c89c0e9445e1a77532e876,No-ToM,Trial 1,2434,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Trial 2,1705,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Trial 3,3849,follow,correct,75
60c89c0e9445e1a77532e876,No-ToM,Trial 4,802,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Breaking of Trust,1099,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Trial 6,923,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Trial 7,2086,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Trial 8,3526,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Trial 9,2050,follow,correct,100
60c89c0e9445e1a77532e876,No-ToM,Assessment of Trust,2712,not_follow,incorrect,100
60c8a041886d0de910b2966f,ToM,Trial 1,1726,follow,correct,31
60c8a041886d0de910b2966f,ToM,Trial 2,1432.900000035763,follow,correct,55
60c8a041886d0de910b2966f,ToM,Trial 3,6449.899999976158,follow,correct,53
60c8a041886d0de910b2966f,ToM,Trial 4,1343.2000000476835,follow,correct,56
60c8a041886d0de910b2966f,ToM,Breaking of Trust,1380.400000035763,follow,correct,56
60c8a041886d0de910b2966f,ToM,Trial 6,1107.8000000119205,follow,correct,56
60c8a041886d0de910b2966f,ToM,Trial 7,3055.699999988079,not_follow,incorrect,32
60c8a041886d0de910b2966f,ToM,Trial 8,1526.5,follow,correct,32
60c8a041886d0de910b2966f,ToM,Trial 9,1518.1000000238414,follow,correct,25
60c8a041886d0de910b2966f,ToM,Assessment of Trust,1951.3000000119205,follow,correct,28
60c8a4966f7db761d803317f,No-ToM,Trial 1,1454.29999999702,follow,correct,100
60c8a4966f7db761d803317f,No-ToM,Trial 2,802.7000000029802,follow,correct,100
60c8a4966f7db761d803317f,No-ToM,Trial 3,4003.20000000298,not_follow,incorrect,74
60c8a4966f7db761d803317f,No-ToM,Trial 4,1712,not_follow,incorrect,72
60c8a4966f7db761d803317f,No-ToM,Breaking of Trust,7049,follow,correct,100
60c8a4966f7db761d803317f,No-ToM,Trial 6,977.3000000007452,follow,correct,100
60c8a4966f7db761d803317f,No-ToM,Trial 7,836.0999999977648,follow,correct,100
60c8a4966f7db761d803317f,No-ToM,Trial 8,2238.900000002235,follow,correct,100
60c8a4966f7db761d803317f,No-ToM,Trial 9,670.0999999977648,follow,correct,100
60c8a4966f7db761d803317f,No-ToM,Assessment of Trust,10165.59999999776,not_follow,incorrect,81
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 1,1425.4000000059605,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 2,1644,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 3,2515,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 4,1476.9000000059605,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Breaking of Trust,1537.899999976158,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 6,1287.8000000119205,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 7,1313.200000017881,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 8,1263.399999976158,follow,correct,100
60c8a8f77be1bd74cc97df4f,No-ToM,Trial 9,1409.5,not_follow,incorrect,100
60c8a8f77be1bd74cc97df4f,No-ToM,Assessment of Trust,1319.0999999940395,follow,correct,74
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 1,1682.8000000119205,follow,correct,100
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 2,1752.699999988079,follow,correct,100
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 3,2113.7999999821186,follow,correct,100
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 4,37655.90000000596,not_follow,incorrect,89
60c8aed73ab0030dcf5f1fd6,No-ToM,Breaking of Trust,1339,follow,correct,68
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 6,7389.200000017881,follow,correct,77
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 7,2155.9000000059605,follow,correct,98
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 8,2286.399999976159,follow,correct,100
60c8aed73ab0030dcf5f1fd6,No-ToM,Trial 9,1521.8000000119205,follow,correct,100
60c8aed73ab0030dcf5f1fd6,No-ToM,Assessment of Trust,1805.5999999940395,follow,correct,53
60c8b4ffbb263a42e7e86f31,ToM,Trial 1,9375.40000000596,follow,correct,100
60c8b4ffbb263a42e7e86f31,ToM,Trial 2,809.2000000178817,follow,correct,100
60c8b4ffbb263a42e7e86f31,ToM,Trial 3,39997.80000001192,follow,correct,100
60c8b4ffbb263a42e7e86f31,ToM,Trial 4,41236.30000001192,not_follow,incorrect,100
60c8b4ffbb263a42e7e86f31,ToM,Breaking of Trust,52637.90000000596,not_follow,incorrect,100
60c8b4ffbb263a42e7e86f31,ToM,Trial 6,1307.4000000059605,follow,correct,100
60c8b4ffbb263a42e7e86f31,ToM,Trial 7,4406,follow,correct,100
60c8b4ffbb263a42e7e86f31,ToM,Trial 8,1936.399999976158,not_follow,incorrect,100
60c8b4ffbb263a42e7e86f31,ToM,Trial 9,969.7999999821186,follow,correct,100
60c8b4ffbb263a42e7e86f31,ToM,Assessment of Trust,24674.5,not_follow,incorrect,100
60c8bfd9f42872e2d303cc67,ToM,Trial 1,1810.79999999702,follow,correct,100
60c8bfd9f42872e2d303cc67,ToM,Trial 2,952,follow,correct,100
60c8bfd9f42872e2d303cc67,ToM,Trial 3,18371.20000000298,follow,correct,100
60c8bfd9f42872e2d303cc67,ToM,Trial 4,3233.39999999106,follow,correct,100
60c8bfd9f42872e2d303cc67,ToM,Breaking of Trust,1732.4000000059605,follow,correct,90
60c8bfd9f42872e2d303cc67,ToM,Trial 6,924.5999999940394,follow,correct,100
60c8bfd9f42872e2d303cc67,ToM,Trial 7,1997.20000000298,follow,correct,95
60c8bfd9f42872e2d303cc67,ToM,Trial 8,1313.8999999910593,follow,correct,100
60c8bfd9f42872e2d303cc67,ToM,Trial 9,1623,follow,correct,50
60c8bfd9f42872e2d303cc67,ToM,Assessment of Trust,3927.900000005961,follow,correct,51
60c8daf9fadf8da8da331140,No-ToM,Trial 1,1624.7000000029802,follow,correct,100
