id,condition,Gefen1,Gefen1-quantised,Gefen2,Gefen2-quantised,Gefen3,Gefen3-quantised,Gefen4,Gefen4-quantised,attention3,attention3-quantised,Gefen5,Gefen5-quantised,score
606e2099c130d8430c1472d9,ToM,Disagree,2,Neither Agree Nor Disagree,4,Agree,6,Agree,6,Strongly Agree,7,Neither Agree Nor Disagree,4,22
6081e753b16df5194cf90f49,No-ToM,Slightly Agree,5,Slightly Agree,5,Disagree,2,Strongly Agree,7,Strongly Agree,7,Agree,6,25
609059a2522f44976dbaef6b,ToM,Disagree,2,Disagree,2,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Disagree,2,16
5f4699e88ed08d02e65b2240,No-ToM,Neither Agree Nor Disagree,4,Slightly Agree,5,Agree,6,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,23
5e3dadeba03f5a0123542675,ToM,Neither Agree Nor Disagree,4,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,26
5d4fe6a2ffbcf800019d5e54,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Slightly Agree,5,29
5dee5e827d91c34eceb20319,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5fc5cb032e43fa1672e5d224,ToM,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Agree,6,Strongly Agree,7,Agree,6,26
5f04de147fee46163c1b40e1,No-ToM,Agree,6,Agree,6,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,29
5fe75ddffef4d157617afc85,No-ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,22
5f614deac0acc90e53c35c1d,No-ToM,Slightly Agree,5,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,26
5fa1781899f54227772d29d2,ToM,Disagree,2,Disagree,2,Disagree,2,Disagree,2,Strongly Agree,7,Slightly Disagree,3,11
5b4cfe36d4c93b00019c79aa,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5fd5038ab78cf82f89c86bdc,ToM,Disagree,2,Strongly Disagree,1,Strongly Disagree,1,Strongly Disagree,1,Strongly Agree,7,Slightly Agree,5,10
5eef29a037a90c3ef3ccc5be,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,30
60c743b04e7b6c665f3aaa38,ToM,Slightly Agree,5,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Strongly Agree,7,30
6094224c8ade8c0a3d9e7d7a,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,25
60200804bbbec65b5b9042da,ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,24
60bfd7f41bbb4ec7b94d0414,ToM,Agree,6,Agree,6,Slightly Disagree,3,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,25
5cfba9da04fd2c001941a7e3,ToM,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,35
604d2228aa3435e975fd15d8,ToM,Slightly Disagree,3,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Neither Agree Nor Disagree,4,18
5ef9a3f085fd347438975462,ToM,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,23
5a913be789de8200013ea962,ToM,Agree,6,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,23
5c41bf2de1e6d000016d3d28,No-ToM,Disagree,2,Disagree,2,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Disagree,2,14
5f8969d6ea83ac000852d5ca,No-ToM,Agree,6,Neither Agree Nor Disagree,4,Disagree,2,Disagree,2,Strongly Agree,7,Neither Agree Nor Disagree,4,18
5fad9cb5460126158bf715f8,ToM,Slightly Disagree,3,Agree,6,Disagree,2,Disagree,2,Strongly Agree,7,Disagree,2,15
603597c8638e6a6e2c4e6179,No-ToM,Strongly Agree,7,Slightly Agree,5,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Agree,6,23
5a280910e5bd400001e19ebd,No-ToM,Agree,6,Neither Agree Nor Disagree,4,Agree,6,Agree,6,Strongly Agree,7,Agree,6,28
5fda8761cffa3b71e6d684bf,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,22
5f4bea159ed8777ecd9c9c33,ToM,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Agree,6,20
603003d8ef81cedec8767d86,ToM,Slightly Agree,5,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,29
60748361582deab23a76e83a,ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Agree,5,Agree,6,Strongly Agree,7,Agree,6,23
5e4d7143c5482e041124617f,ToM,Agree,6,Agree,6,Strongly Agree,7,Agree,6,Strongly Agree,7,Slightly Agree,5,30
5f0a9094da2883360c73fd9f,No-ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Disagree,2,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,20
5f89bd495205fc0aafc1a010,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,25
5da833bced9e880012a496b8,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,23
60c6edc89853b9011d2fd195,ToM,Agree,6,Disagree,2,Agree,6,Agree,6,Strongly Agree,7,Agree,6,26
5efba8e4d65cd5139d21df9b,No-ToM,Agree,6,Agree,6,Slightly Agree,5,Agree,6,Agree,6,Agree,6,29
5df213d627130511af69dcda,ToM,Slightly Agree,5,Disagree,2,Disagree,2,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,18
60294d2d684e9030126e2ed8,No-ToM,Slightly Disagree,3,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Slightly Disagree,3,24
602a9368cfca8a0bb0acc96b,No-ToM,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,27
5fc37d96f8b6b96571006116,No-ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,19
60c7acf73fb3eb26e521e09b,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Agree,5,Disagree,2,Strongly Agree,7,Slightly Disagree,3,16
60be4e7a0fdccaf0a1b9d0c0,ToM,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,16
5f6750fc2d411c33d1786501,No-ToM,Slightly Disagree,3,Agree,6,Strongly Agree,7,Disagree,2,Strongly Agree,7,Slightly Agree,5,23
601ddab976e6d61f205b4094,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,21
6050ae98866a427695e22254,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Agree,6,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,20
5fbfda1b1d5ce13850c1912f,ToM,Disagree,2,Neither Agree Nor Disagree,4,Strongly Disagree,1,Strongly Disagree,1,Strongly Agree,7,Agree,6,14
60abbc6361c60cfd238c467a,No-ToM,Agree,6,Agree,6,Strongly Agree,7,Agree,6,Strongly Agree,7,Strongly Agree,7,32
6030050a5bdba4dd09d142f4,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Disagree,3,20
5f75cb3479b194268b1f46d2,ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5fb59b9ecada2200082c0842,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Disagree,1,Agree,6,27
5f439ac86b921f5fac4f55ad,No-ToM,Disagree,2,Disagree,2,Slightly Agree,5,Slightly Disagree,3,Agree,6,Slightly Disagree,3,15
60841ac9beb2f2a0ddc1be5b,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Agree,6,Strongly Agree,7,Strongly Agree,7,29
6004a0d74386bb627ddcaf4a,ToM,Agree,6,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,24
608bc4a984fb8101e2fb0e16,ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,17
5f2e45c31637a0000801159e,No-ToM,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Neither Agree Nor Disagree,4,19
5fb2ab84a2f41e8f52b6290d,No-ToM,Agree,6,Agree,6,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,27
6041bf57d082671c3ce0cdf6,ToM,Agree,6,Agree,6,Slightly Disagree,3,Disagree,2,Strongly Agree,7,Slightly Agree,5,22
5be76184b863d70001604e3b,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,26
60b3fda1c2e80ccfabaa713e,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Agree,6,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,24
60b9e292b126e28fd60cb2c7,No-ToM,Agree,6,Agree,6,Slightly Agree,5,Agree,6,Strongly Agree,7,Agree,6,29
5f87993abcee241dace4a140,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,22
5eeb7ee77a37002b9322d143,No-ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,18
5ec2faa3f115e71420091ccf,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,22
60b3576258dd0303232cb158,ToM,Agree,6,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5ea9248e5cb94c3a0c8014f2,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,22
5f8825d4938a85280f506a83,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,30
5beac51129a0d600015d63d3,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Agree,6,Agree,6,Strongly Agree,7,Agree,6,27
5f7b0056256971022889a48f,No-ToM,Disagree,2,Disagree,2,Disagree,2,Disagree,2,Strongly Agree,7,Disagree,2,10
60c13d90b3d340a7c752fbdb,No-ToM,Agree,6,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Neither Agree Nor Disagree,4,26
5e98bb599a58620dacc368ee,No-ToM,Agree,6,Slightly Disagree,3,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Agree,6,23
5d40a788811e75001a0eabe4,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5e95cf855436f401c90f5a43,ToM,Neither Agree Nor Disagree,4,Slightly Disagree,3,Neither Agree Nor Disagree,4,Slightly Disagree,3,Slightly Agree,5,Neither Agree Nor Disagree,4,18
5fec4985f4e233da1e914ce0,ToM,Slightly Agree,5,Disagree,2,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,23
6057e81c4be322aa9e79f8bd,ToM,Neither Agree Nor Disagree,4,Slightly Disagree,3,Agree,6,Neither Agree Nor Disagree,4,Strongly Agree,7,Neither Agree Nor Disagree,4,21
60c3deafc9a41440f2490afe,ToM,Slightly Agree,5,Disagree,2,Slightly Disagree,3,Disagree,2,Strongly Agree,7,Agree,6,18
5f3ff2d41b56a40aa5483bc7,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,26
5ea89875a09cad2e96886d84,No-ToM,Agree,6,Agree,6,Agree,6,Slightly Disagree,3,Strongly Agree,7,Agree,6,27
602e7909ef81ce9f4fab4043,ToM,Agree,6,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5f31e44019827411ed17a882,No-ToM,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,29
5f13cc6c4d733b3ffc5c7a30,No-ToM,Agree,6,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5e90a8363f920e3bda6b5068,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,31
5c73477642a5070001a2f940,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Strongly Agree,7,31
602689b7d9042a32f22f5792,ToM,Slightly Disagree,3,Slightly Agree,5,Agree,6,Agree,6,Strongly Agree,7,Agree,6,26
5f8861b049433030066f8bd0,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Neither Agree Nor Disagree,4,20
6005f3f32fe880911d9ce11a,ToM,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Agree,6,Strongly Agree,7,Strongly Agree,7,32
601e1cae7d6414276e39e5db,ToM,Slightly Agree,5,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5efe1f5fae9c482e94a4cc61,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Neither Agree Nor Disagree,4,23
60c92bee08f5cc694ece6e1b,ToM,Slightly Agree,5,Slightly Agree,5,Disagree,2,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,22
600f0f9c3bfcdc077c924e51,No-ToM,Slightly Disagree,3,Disagree,2,Strongly Disagree,1,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Disagree,3,13
60a789d2e3297c1e58a68ec2,ToM,Slightly Disagree,3,Slightly Disagree,3,Neither Agree Nor Disagree,4,Disagree,2,Strongly Agree,7,Disagree,2,14
605e14202c3a566911baccda,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,24
6053d72c2c44030ec9b5b267,No-ToM,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Slightly Agree,5,Strongly Agree,7,Agree,6,23
5ed7f3404ea9bd2e0ad02df6,No-ToM,Disagree,2,Slightly Agree,5,Disagree,2,Disagree,2,Strongly Agree,7,Disagree,2,13
5db15cff5d909000135837d3,No-ToM,Agree,6,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,29
60b34b926f7ee0e97bd68250,No-ToM,Strongly Agree,7,Agree,6,Strongly Agree,7,Agree,6,Strongly Agree,7,Strongly Agree,7,33
5fc542f02952c102d9aae133,ToM,Agree,6,Neither Agree Nor Disagree,4,Agree,6,Slightly Disagree,3,Strongly Agree,7,Agree,6,25
5f8b031f5f71b109548721bd,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Agree,6,Strongly Agree,7,Agree,6,28
5fbbecc81dd9320255278632,ToM,Agree,6,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5f98b61a6c9fb61dc2e21794,ToM,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,35
5c7510f6fc0a2500168fad5c,ToM,Slightly Disagree,3,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Strongly Agree,7,23
6012bb45b1babe06267baa0d,No-ToM,Disagree,2,Disagree,2,Strongly Disagree,1,Strongly Disagree,1,Strongly Agree,7,Slightly Agree,5,11
5f6dc563aba62624aa605aca,ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Disagree,3,Strongly Agree,7,Agree,6,25
60c77380bc0d6711b4243648,ToM,Agree,6,Disagree,2,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Agree,6,19
5aebbcc623e2ca0001974e39,No-ToM,Agree,6,Agree,6,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Agree,6,23
5f6bd46ba0fdb714deb9b6ca,ToM,Strongly Agree,7,Agree,6,Slightly Agree,5,Agree,6,Strongly Agree,7,Strongly Agree,7,31
60c0fe89173c2b1f4fe2c578,No-ToM,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,Agree,6,Strongly Agree,7,Agree,6,29
60c7bbee995d8c9266686b7e,No-ToM,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Agree,6,34
5fa863ce4a7c416f9f2671bd,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Agree,6,22
5fdb6d2e9059456a4ffb0e24,No-ToM,Agree,6,Slightly Agree,5,Slightly Disagree,3,Agree,6,Strongly Agree,7,Strongly Agree,7,27
5f494e24f9229236c055063b,ToM,Agree,6,Slightly Agree,5,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,21
5bc9a08c3d893f0001bed28b,ToM,Slightly Agree,5,Disagree,2,Neither Agree Nor Disagree,4,Slightly Disagree,3,Strongly Agree,7,Agree,6,20
603e251588a7cae131f4a3ac,No-ToM,Slightly Agree,5,Agree,6,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Agree,6,25
5f637c9cb2555305ff8288f5,ToM,Agree,6,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5fc646b7fa88c0042a43c708,ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
60550e78c5dc78f4ad0b322d,ToM,Agree,6,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,23
608858869a591bd129fbbc6c,ToM,Agree,6,Agree,6,Slightly Agree,5,Agree,6,Strongly Agree,7,Agree,6,29
5fe6656cdfcbb94b1b45e783,ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Slightly Agree,5,Disagree,2,Strongly Agree,7,Slightly Agree,5,19
5ea997a0a4cf5b0c47b6840d,ToM,Strongly Agree,7,Agree,6,Strongly Agree,7,Strongly Agree,7,Strongly Agree,7,Agree,6,33
5f823bd500e06c3654eaf783,No-ToM,Agree,6,Agree,6,Strongly Agree,7,Agree,6,Strongly Agree,7,Agree,6,31
5f2004e38309a12637e1211a,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Disagree,3,Slightly Agree,5,Strongly Agree,7,Slightly Disagree,3,20
5ff38faf6079e19675de2541,ToM,Agree,6,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5f11f68a399eaf107d6903a9,ToM,Strongly Agree,7,Strongly Agree,7,Agree,6,Agree,6,Strongly Agree,7,Strongly Agree,7,33
5e67377f68ded74bcba094e3,No-ToM,Slightly Agree,5,Disagree,2,Disagree,2,Slightly Agree,5,Strongly Agree,7,Agree,6,20
60071597ebe0741630df0315,ToM,Strongly Disagree,1,Strongly Disagree,1,Strongly Agree,7,Disagree,2,Strongly Agree,7,Agree,6,17
5e527156e1cbcd271e5444ee,ToM,Agree,6,Slightly Agree,5,Neither Agree Nor Disagree,4,Agree,6,Strongly Agree,7,Slightly Agree,5,26
5f075b60ae5a1d3504e8ccb1,ToM,Slightly Agree,5,Agree,6,Slightly Disagree,3,Slightly Agree,5,Agree,6,Agree,6,25
607fc87d80f8b65f2a85b77b,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,25
5bed4fab8496450001c53493,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,21
60bfcd986df1f0c7fefbf83d,No-ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Disagree,1,Disagree,2,Strongly Agree,7,Slightly Agree,5,15
5f0b7b83f7e4fd490659fb54,ToM,Agree,6,Strongly Agree,7,Neither Agree Nor Disagree,4,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5eee10c49e63ac26ea06aa64,ToM,Slightly Agree,5,Agree,6,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,28
6054efc02ac1492cb49a0ab2,ToM,Agree,6,Agree,6,Neither Agree Nor Disagree,4,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,28
5e18ffcb9debf51d4033e07d,ToM,Slightly Disagree,3,Slightly Disagree,3,Disagree,2,Disagree,2,Strongly Agree,7,Slightly Disagree,3,13
60bfe4e353e325d48c623fde,ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,25
5efb5159147ea4089af8685d,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,27
5ce9404d7afd86001634a2d3,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,22
6018647476e9e60f0a16e986,No-ToM,Agree,6,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,28
5ec09086458560104eb43971,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,24
5f1c55c8ea92af4d99d03137,No-ToM,Agree,6,Agree,6,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,28
60c8a4966f7db761d803317f,No-ToM,Agree,6,Strongly Agree,7,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Agree,6,26
5fdc9fe2c5f99b233d7e8c20,No-ToM,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Agree,6,29
609c054972a9f485152f08d0,ToM,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,21
5f9ee2450d07574bfe3550ae,No-ToM,Agree,6,Agree,6,Strongly Agree,7,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,31
600027a01fbe4201688c506c,No-ToM,Slightly Disagree,3,Disagree,2,Neither Agree Nor Disagree,4,Disagree,2,Strongly Agree,7,Slightly Disagree,3,14
60107a5f8ab43b3c6c7d11b3,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Slightly Agree,5,Strongly Agree,7,Agree,6,27
6091bb8f49ce0d522b2c8c6d,ToM,Slightly Agree,5,Slightly Agree,5,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Agree,6,21
5c8f70a02675ca0001daf60a,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,26
60b3d033ac7ecba4607900fc,No-ToM,Slightly Disagree,3,Slightly Disagree,3,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,21
6056333c2cf1906efc60ead9,No-ToM,Slightly Agree,5,Slightly Disagree,3,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Agree,6,22
605342c9fd06574bc7c050a1,No-ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,25
605bc1bfc820cec5364b4812,ToM,Slightly Disagree,3,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,25
5fc1a39a9c39d72827b3604c,ToM,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Agree,6,Agree,6,26
60ae8b24fa0c669bf3e446c4,ToM,Agree,6,Slightly Agree,5,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Agree,6,23
60662363a87cfcb1d2dc6ff7,ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Slightly Disagree,3,Neither Agree Nor Disagree,4,Strongly Agree,7,Slightly Agree,5,19
5d80a878ec33500001aaaa94,ToM,Disagree,2,Slightly Disagree,3,Disagree,2,Disagree,2,Strongly Agree,7,Slightly Disagree,3,12
6083fe6ac62d63cb50fc2150,No-ToM,Slightly Agree,5,Slightly Agree,5,Agree,6,Agree,6,Strongly Agree,7,Agree,6,28
5ec9601a2a5cfa07d72dc1d4,No-ToM,Slightly Agree,5,Slightly Disagree,3,Slightly Agree,5,Slightly Disagree,3,Strongly Agree,7,Slightly Agree,5,21
60395d97cc8c634852755921,No-ToM,Agree,6,Agree,6,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Agree,6,28
6003a4d15db9c84939fe58c0,No-ToM,Agree,6,Slightly Agree,5,Slightly Disagree,3,Slightly Agree,5,Strongly Agree,7,Agree,6,25
5f037c283e4a64580187b2c6,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,30
5dcc499cb88ed1000ad81605,ToM,Agree,6,Agree,6,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,28
5e6648b63b92cf3bbdb7ab5f,No-ToM,Disagree,2,Slightly Disagree,3,Disagree,2,Slightly Disagree,3,Strongly Disagree,1,Slightly Disagree,3,13
60bb3cbbc94cc4aee371dde2,No-ToM,Slightly Disagree,3,Disagree,2,Slightly Agree,5,Disagree,2,Strongly Agree,7,Neither Agree Nor Disagree,4,16
5cc555d346fb4500171c0a9e,ToM,Slightly Agree,5,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Disagree,3,22
5fbf79278fabf61f1042c188,No-ToM,Agree,6,Slightly Agree,5,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Strongly Agree,7,28
5e9ef98efd3a6a04a1c3c525,No-ToM,Agree,6,Agree,6,Agree,6,Agree,6,Strongly Agree,7,Agree,6,30
5fc0c74abaacbc5a8a41c21f,ToM,Agree,6,Neither Agree Nor Disagree,4,Slightly Agree,5,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,25
5f917de67babc307ff2f3ad6,No-ToM,Agree,6,Agree,6,Agree,6,Slightly Agree,5,Strongly Agree,7,Slightly Agree,5,28
60588947eeb9103d50735c83,ToM,Agree,6,Agree,6,Slightly Disagree,3,Slightly Disagree,3,Strongly Agree,7,Agree,6,24
6007077d37aea212c1119208,No-ToM,Disagree,2,Slightly Disagree,3,Slightly Disagree,3,Strongly Disagree,1,Slightly Agree,5,Disagree,2,11
5de5a646047da35338baeede,No-ToM,Slightly Disagree,3,Neither Agree Nor Disagree,4,Disagree,2,Slightly Disagree,3,Strongly Agree,7,Slightly Disagree,3,15
