id,condition,trial,rt,follow_robot,accuracy,conf,data_source,group,rt_mean,conf_mean,follow_freq,5_conf,10_conf,5_rt,10_rt,5_follow,10_follow
5cad063d22389a0017fa6d7e,ToM,Trial 3,1826.5999999642377,follow,correct,72,attention,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cad063d22389a0017fa6d7e,ToM,Trial 4,1027.899999976158,follow,correct,100,trial,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cad063d22389a0017fa6d7e,ToM,Breaking of Trust,2618,not_follow,incorrect,49,trial,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cad063d22389a0017fa6d7e,ToM,Trial 6,1079.8000000119205,follow,correct,100,trial,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cad063d22389a0017fa6d7e,ToM,Trial 7,1221.2999999523158,follow,correct,70,attention,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cad063d22389a0017fa6d7e,ToM,Trial 8,3479.2000000476837,follow,correct,79,trial,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cad063d22389a0017fa6d7e,ToM,Trial 9,2068.5999999642368,follow,correct,100,trial,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cad063d22389a0017fa6d7e,ToM,Assessment of Trust,930,follow,correct,64,trial,ind_think,1730.1699999928474,80.4,9,49,64,2618,930,not_follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 1,1370.5999999642377,follow,correct,100,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 2,1019.3000000119207,follow,correct,100,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 3,3585.2999999523163,follow,correct,100,attention,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 4,1201,follow,correct,100,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Breaking of Trust,942.6999999880793,follow,correct,100,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 6,1017.6000000238421,follow,correct,55,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 7,3831.899999976159,not_follow,incorrect,83,attention,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 8,1212.900000035763,not_follow,incorrect,64,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Trial 9,1368.699999988079,follow,correct,55,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5cc555d346fb4500171c0a9e,ToM,Assessment of Trust,1141,follow,correct,54,trial,trustor,1669.0999999940398,81.1,8,100,54,942.6999999880793,1141,follow,follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 1,1147,follow,correct,100,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 2,723.9000000059604,follow,correct,100,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 3,14049.800000011925,follow,correct,48,attention,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 4,1091.2000000029802,follow,correct,100,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Breaking of Trust,1047.9000000059605,follow,correct,100,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 6,1034.79999999702,follow,correct,100,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 7,1853,follow,correct,100,attention,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 8,735.1999999880793,follow,correct,100,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Trial 9,946.7000000029802,follow,correct,100,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce1372c55fe0d001869c8d8,No-ToM,Assessment of Trust,16275.60000000894,not_follow,incorrect,63,trial,trust_loser,3890.5100000023845,91.1,9,100,63,1047.9000000059605,16275.60000000894,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 1,3223.300000011921,follow,correct,91,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 2,1949.0999999642377,follow,correct,91,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 3,5977.900000035763,follow,correct,35,attention,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 4,1595.5,follow,correct,66,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Breaking of Trust,2182,follow,correct,84,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 6,1137.5,follow,correct,77,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 7,999,follow,correct,85,attention,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 8,7746.699999988079,follow,correct,91,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Trial 9,1143.1000000238414,follow,correct,37,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5ce9404d7afd86001634a2d3,ToM,Assessment of Trust,2152.2000000476837,not_follow,incorrect,78,trial,trust_loser,2810.6300000071524,73.5,9,84,78,2182,2152.2000000476837,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 1,1775.899999976158,follow,correct,100,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 2,2221.899999976159,follow,correct,100,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 3,39424.89999997617,follow,correct,100,attention,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 4,43608.5,not_follow,incorrect,100,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Breaking of Trust,1624.199999988079,follow,correct,100,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 6,1555.5,follow,correct,100,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 7,73683.79999995232,follow,correct,75,attention,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 8,1989.399999976158,follow,correct,100,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Trial 9,1854.699999988079,follow,correct,95,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf6413fca49dd0019155ce0,No-ToM,Assessment of Trust,15071.300000011925,not_follow,incorrect,100,trial,trust_loser,18281.009999984504,97,8,100,100,1624.199999988079,15071.300000011925,follow,not_follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 1,1721.3000000119205,follow,correct,100,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 2,922.4000000059604,follow,correct,100,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 3,20778.900000005957,follow,correct,20,attention,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 4,1853.3000000119205,not_follow,incorrect,60,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Breaking of Trust,1346.0999999940395,follow,correct,75,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 6,1220.9000000059605,follow,correct,100,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 7,1333,follow,correct,60,attention,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 8,2190.5,follow,correct,100,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Trial 9,996.5999999940394,follow,correct,100,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf7fa27dbec640001e5a0a7,ToM,Assessment of Trust,1328.5,follow,correct,85,trial,trustor,3369.1500000029796,80,9,75,85,1346.0999999940395,1328.5,follow,follow
5cf9316cd80e0b0019f490e7,ToM,Trial 1,1789,follow,correct,100,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Trial 2,1188,follow,correct,100,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Trial 3,14783,not_follow,incorrect,85,attention,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Trial 4,908,follow,correct,100,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Breaking of Trust,976,follow,correct,65,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Trial 6,2266,follow,correct,100,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Trial 7,959,follow,correct,100,attention,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Trial 8,847,follow,correct,100,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Trial 9,812,follow,correct,94,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cf9316cd80e0b0019f490e7,ToM,Assessment of Trust,3834,not_follow,incorrect,75,trial,trust_loser,2836.2,91.9,8,65,75,976,3834,follow,not_follow
5cfba9da04fd2c001941a7e3,ToM,Trial 1,1451.5999999998598,follow,correct,100,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Trial 2,1053.9000000001402,follow,correct,100,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Trial 3,8685.300000000047,follow,correct,100,attention,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Trial 4,2397.3000000000466,follow,correct,100,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Breaking of Trust,11465.899999999903,follow,correct,92,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Trial 6,2427.2999999998137,follow,correct,100,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Trial 7,15458.69999999995,not_follow,incorrect,81,attention,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Trial 8,2066.3000000000466,follow,correct,100,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Trial 9,1347.3000000000466,follow,correct,100,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfba9da04fd2c001941a7e3,ToM,Assessment of Trust,1146.699999999953,follow,correct,56,trial,trustor,4750.029999999981,92.9,9,92,56,11465.899999999903,1146.699999999953,follow,follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 1,2356.899999999907,follow,correct,95,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 2,1113.4000000000233,follow,correct,100,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 3,65279.69999999995,follow,correct,80,attention,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 4,1368.8999999999064,follow,correct,100,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Breaking of Trust,853.5,follow,correct,100,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 6,1565.5999999998598,follow,correct,94,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 7,33516.49999999988,follow,correct,66,attention,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 8,3407.5,follow,correct,89,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Trial 9,947.6000000000931,not_follow,incorrect,0,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5cfc3dfaceb2d50019394664,No-ToM,Assessment of Trust,11063.200000000186,not_follow,incorrect,62,trial,trust_loser,12147.27999999998,78.6,8,100,62,853.5,11063.200000000186,follow,not_follow
5d00dddfbd66ed0019622060,ToM,Trial 1,1135.099999904633,follow,correct,100,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Trial 2,644.7999997138979,follow,correct,100,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Trial 3,6077.800000190735,follow,correct,70,attention,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Trial 4,2586,follow,correct,65,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Breaking of Trust,2200.199999809265,follow,correct,60,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Trial 6,1251,follow,correct,100,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Trial 7,917.9000000953674,follow,correct,83,attention,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Trial 8,1155,follow,correct,100,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Trial 9,2088.699999809265,follow,correct,100,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d00dddfbd66ed0019622060,ToM,Assessment of Trust,25953.200000286102,follow,correct,55,trial,trustor,4400.969999980926,83.3,10,60,55,2200.199999809265,25953.200000286102,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 1,5925.100000023844,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 2,10129.800000011925,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 3,124692.70000004767,follow,correct,100,attention,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 4,32189.099999964237,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Breaking of Trust,24939.799999952316,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 6,10828.600000023842,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 7,26733.300000011917,follow,correct,100,attention,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 8,17720.899999976144,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Trial 9,27525.600000023845,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d142465f9974f0001580c55,No-ToM,Assessment of Trust,42516.39999997617,follow,correct,100,trial,trustor,32320.13000000119,100,10,100,100,24939.799999952316,42516.39999997617,follow,follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 1,948.8000000715256,follow,correct,76,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 2,967.8000000715256,follow,correct,93,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 3,1512.399999976158,follow,correct,67,attention,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 4,1169.2999999523158,not_follow,incorrect,51,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Breaking of Trust,1089.899999976158,follow,correct,78,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 6,992.3999999761585,follow,correct,58,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 7,838.5,follow,correct,81,attention,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 8,3322.100000023841,not_follow,incorrect,81,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Trial 9,834.6000000238421,follow,correct,93,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d1b7cf61b6cd1001ecc3893,ToM,Assessment of Trust,6790.399999976158,not_follow,incorrect,60,trial,trust_loser,1846.6200000047681,73.8,7,78,60,1089.899999976158,6790.399999976158,follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 1,3587.000000000029,follow,correct,85,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 2,1137,follow,correct,98,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 3,3548,follow,correct,31,attention,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 4,2606,not_follow,incorrect,67,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Breaking of Trust,4101,not_follow,incorrect,58,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 6,1043,follow,correct,73,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 7,794,not_follow,incorrect,60,attention,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 8,1748.0000000000582,follow,correct,82,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Trial 9,1014,follow,correct,100,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d23433454fc1400185fd7ad,ToM,Assessment of Trust,1573,not_follow,incorrect,78,trial,distrustor,2115.1000000000085,73.2,6,58,78,4101,1573,not_follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 1,1212.8000000119205,follow,correct,100,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 2,1561.5999999940395,follow,correct,100,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 3,2119.7999999970198,follow,correct,100,attention,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 4,2122.5,not_follow,incorrect,100,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Breaking of Trust,16072.700000002984,follow,correct,79,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 6,1239.7000000029802,follow,correct,88,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 7,2460.5,follow,correct,13,attention,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 8,1263.8999999910593,follow,correct,100,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Trial 9,690.5,follow,correct,100,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d24b93d71f10500194f1fba,ToM,Assessment of Trust,2315.300000011921,not_follow,incorrect,100,trial,trust_loser,3105.9300000011926,88,8,79,100,16072.700000002984,2315.300000011921,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 1,2265.5,follow,correct,100,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 2,1244.4000000059605,follow,correct,100,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 3,3233.8000000044713,follow,correct,100,attention,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 4,12046.5,follow,correct,100,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Breaking of Trust,10710.10000000149,follow,correct,100,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 6,1300.8999999985099,follow,correct,100,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 7,3324.10000000149,follow,correct,100,attention,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 8,1072.6999999955297,follow,correct,100,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Trial 9,5830.1999999955315,follow,correct,100,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d40a788811e75001a0eabe4,No-ToM,Assessment of Trust,16617,not_follow,incorrect,80,trial,trust_loser,5764.520000000299,98,9,100,80,10710.10000000149,16617,follow,not_follow
5d4c3fcc7a55b500168043a4,No-ToM,Trial 1,2097.899999976159,follow,correct,100,trial,trust_loser,1863.0099999904633,93.7,9,100,84,1221.5,2851.6999999284744,follow,not_follow
5d4c3fcc7a55b500168043a4,No-ToM,Trial 2,810.70000004768394,follow,correct,100,trial,trust_loser,1863.0099999904633,93.7,9,100,84,1221.5,2851.6999999284744,follow,not_follow
5d4c3fcc7a55b500168043a4,No-ToM,Trial 3,5584,follow,correct,60,attention,trust_loser,1863.0099999904633,93.7,9,100,84,1221.5,2851.6999999284744,follow,not_follow
5d4c3fcc7a55b500168043a4,No-ToM,Trial 4,1196.7999999523158,follow,correct,100,trial,trust_loser,1863.0099999904633,93.7,9,100,84,1221.5,2851.6999999284744,follow,not_follow
5d4c3fcc7a55b500168043a4,No-ToM,Breaking of Trust,1221.5,follow,correct,100,trial,trust_loser,1863.0099999904633,93.7,9,100,84,1221.5,2851.6999999284744,follow,not_follow
5d4c3fcc7a55b500168043a4,No-ToM,Trial 6,1292.2000000476837,follow,correct,100,trial,trust_loser,1863.0099999904633,93.7,9,100,84,1221.5,2851.6999999284744,follow,not_follow
